Key      | Name                                       | CpuId                            | FormId   | InstForm                                                         | InstClass          | InstSig                                                  | Types                            | Category                         | Signature
4303     | _mm512_mask_expand_epi16                   | AVX512_VBMI2                     | 4560     | VPEXPANDW_ZMMu16_MASKmskw_ZMMu16_AVX512                          | VPEXPANDW          | VPEXPANDW zmm {k}, zmm                                   | Integer                          | Swizzle                          | __m512i _mm512_mask_expand_epi16(__m512i src, __mmask32 k, __m512i a)
4304     | _mm512_maskz_expand_epi16                  | AVX512_VBMI2                     | 4560     | VPEXPANDW_ZMMu16_MASKmskw_ZMMu16_AVX512                          | VPEXPANDW          | VPEXPANDW zmm {z}, zmm                                   | Integer                          | Swizzle                          | __m512i _mm512_maskz_expand_epi16(__mmask32 k, __m512i a)
4305     | _mm_mmask_i32gather_epi32                  | AVX512VL,AVX512F                 | 4579     | VPGATHERDD_XMMu32_MASKmskw_MEMu32_AVX512_VL128                   | VPGATHERDD         | VPGATHERDD xmm {k}, vm32x                                | Integer                          | Load                             | __m128i _mm_mmask_i32gather_epi32(__m128i src, __mmask8 k, __m128i vindex, void const* base_addr, const int scale)
4306     | _mm_i32gather_epi32                        | AVX2                             | 4580     | VPGATHERDD_XMMu32_MEMd_XMMi32_VL128                              | VPGATHERDD         | VPGATHERDD xmm, vm32x, xmm                               | Integer                          | Load                             | __m128i _mm_i32gather_epi32(int const* base_addr, __m128i vindex, const int scale)
4307     | _mm_mask_i32gather_epi32                   | AVX2                             | 4580     | VPGATHERDD_XMMu32_MEMd_XMMi32_VL128                              | VPGATHERDD         | VPGATHERDD xmm, vm32x, xmm                               | Integer                          | Load                             | __m128i _mm_mask_i32gather_epi32(__m128i src, int const* base_addr, __m128i vindex, __m128i mask, const int scale)
4308     | _mm256_mmask_i32gather_epi32               | AVX512VL,AVX512F                 | 4581     | VPGATHERDD_YMMu32_MASKmskw_MEMu32_AVX512_VL256                   | VPGATHERDD         | VPGATHERDD ymm {k}, vm32y                                | Integer                          | Load                             | __m256i _mm256_mmask_i32gather_epi32(__m256i src, __mmask8 k, __m256i vindex, void const* base_addr, const int scale)
4309     | _mm256_i32gather_epi32                     | AVX2                             | 4582     | VPGATHERDD_YMMu32_MEMd_YMMi32_VL256                              | VPGATHERDD         | VPGATHERDD ymm, vm32x, ymm                               | Integer                          | Load                             | __m256i _mm256_i32gather_epi32(int const* base_addr, __m256i vindex, const int scale)
4310     | _mm256_mask_i32gather_epi32                | AVX2                             | 4582     | VPGATHERDD_YMMu32_MEMd_YMMi32_VL256                              | VPGATHERDD         | VPGATHERDD ymm, vm32x, ymm                               | Integer                          | Load                             | __m256i _mm256_mask_i32gather_epi32(__m256i src, int const* base_addr, __m256i vindex, __m256i mask, const int scale)
4311     | _mm512_i32extgather_epi32                  | AVX512F/KNCNI                    | 4583     | VPGATHERDD_ZMMu32_MASKmskw_MEMu32_AVX512_VL512                   | VPGATHERDD         | VPGATHERDD zmm, m512                                     | Integer                          | Load                             | __m512i _mm512_i32extgather_epi32(__m512i vindex, void const * base_addr, _MM_UPCONV_EPI32_ENUM conv, int scale, int hint)
4312     | _mm512_i32gather_epi32                     | AVX512F/KNCNI                    | 4583     | VPGATHERDD_ZMMu32_MASKmskw_MEMu32_AVX512_VL512                   | VPGATHERDD         | VPGATHERDD zmm, vm32z                                    | Integer                          | Load                             | __m512i _mm512_i32gather_epi32(__m512i vindex, void const* base_addr, int scale)
4313     | _mm512_mask_i32extgather_epi32             | AVX512F/KNCNI                    | 4583     | VPGATHERDD_ZMMu32_MASKmskw_MEMu32_AVX512_VL512                   | VPGATHERDD         | VPGATHERDD zmm {k}, m512                                 | Integer                          | Load                             | __m512i _mm512_mask_i32extgather_epi32(__m512i src, __mmask16 k, __m512i vindex, void const * base_addr, _MM_UPCONV_EPI32_ENUM conv, int scale, int hint)
4314     | _mm512_mask_i32gather_epi32                | AVX512F/KNCNI                    | 4583     | VPGATHERDD_ZMMu32_MASKmskw_MEMu32_AVX512_VL512                   | VPGATHERDD         | VPGATHERDD zmm {k}, vm32z                                | Integer                          | Load                             | __m512i _mm512_mask_i32gather_epi32(__m512i src, __mmask16 k, __m512i vindex, void const* base_addr, int scale)
4315     | _mm_mmask_i32gather_epi64                  | AVX512VL,AVX512F                 | 4584     | VPGATHERDQ_XMMu64_MASKmskw_MEMu64_AVX512_VL128                   | VPGATHERDQ         | VPGATHERDQ xmm {k}, vm32x                                | Integer                          | Load                             | __m128i _mm_mmask_i32gather_epi64(__m128i src, __mmask8 k, __m128i vindex, void const* base_addr, const int scale)
4316     | _mm_i32gather_epi64                        | AVX2                             | 4585     | VPGATHERDQ_XMMu64_MEMq_XMMi64_VL128                              | VPGATHERDQ         | VPGATHERDQ xmm, vm32x, xmm                               | Integer                          | Load                             | __m128i _mm_i32gather_epi64(__int64 const* base_addr, __m128i vindex, const int scale)
4317     | _mm_mask_i32gather_epi64                   | AVX2                             | 4585     | VPGATHERDQ_XMMu64_MEMq_XMMi64_VL128                              | VPGATHERDQ         | VPGATHERDQ xmm, vm32x, xmm                               | Integer                          | Load                             | __m128i _mm_mask_i32gather_epi64(__m128i src, __int64 const* base_addr, __m128i vindex, __m128i mask, const int scale)
4318     | _mm256_mmask_i32gather_epi64               | AVX512VL,AVX512F                 | 4586     | VPGATHERDQ_YMMu64_MASKmskw_MEMu64_AVX512_VL256                   | VPGATHERDQ         | VPGATHERDQ ymm {k}, vm32x                                | Integer                          | Load                             | __m256i _mm256_mmask_i32gather_epi64(__m256i src, __mmask8 k, __m128i vindex, void const* base_addr, const int scale)
4319     | _mm256_i32gather_epi64                     | AVX2                             | 4587     | VPGATHERDQ_YMMu64_MEMq_YMMi64_VL256                              | VPGATHERDQ         | VPGATHERDQ ymm, vm32x, ymm                               | Integer                          | Load                             | __m256i _mm256_i32gather_epi64(__int64 const* base_addr, __m128i vindex, const int scale)
4320     | _mm256_mask_i32gather_epi64                | AVX2                             | 4587     | VPGATHERDQ_YMMu64_MEMq_YMMi64_VL256                              | VPGATHERDQ         | VPGATHERDQ ymm, vm32x, ymm                               | Integer                          | Load                             | __m256i _mm256_mask_i32gather_epi64(__m256i src, __int64 const* base_addr, __m128i vindex, __m256i mask, const int scale)
4321     | _mm512_i32gather_epi64                     | AVX512F                          | 4588     | VPGATHERDQ_ZMMu64_MASKmskw_MEMu64_AVX512_VL512                   | VPGATHERDQ         | VPGATHERDQ zmm, vm32y                                    | Integer                          | Load                             | __m512i _mm512_i32gather_epi64(__m256i vindex, void const* base_addr, int scale)
4322     | _mm512_i32loextgather_epi64                | AVX512F/KNCNI                    | 4588     | VPGATHERDQ_ZMMu64_MASKmskw_MEMu64_AVX512_VL512                   | VPGATHERDQ         | VPGATHERDQ zmm, m512                                     | Integer                          | Load                             | __m512i _mm512_i32loextgather_epi64(__m512i vindex, void const * base_addr, _MM_UPCONV_EPI64_ENUM conv, int scale, int hint)
4323     | _mm512_i32logather_epi64                   | AVX512F/KNCNI                    | 4588     | VPGATHERDQ_ZMMu64_MASKmskw_MEMu64_AVX512_VL512                   | VPGATHERDQ         | VPGATHERDQ zmm, m512                                     | Integer                          | Load                             | __m512i _mm512_i32logather_epi64(__m512i vindex, void const* base_addr, int scale)
4324     | _mm512_mask_i32gather_epi64                | AVX512F                          | 4588     | VPGATHERDQ_ZMMu64_MASKmskw_MEMu64_AVX512_VL512                   | VPGATHERDQ         | VPGATHERDQ zmm {k}, vm32y                                | Integer                          | Load                             | __m512i _mm512_mask_i32gather_epi64(__m512i src, __mmask8 k, __m256i vindex, void const* base_addr, int scale)
4325     | _mm512_mask_i32loextgather_epi64           | AVX512F/KNCNI                    | 4588     | VPGATHERDQ_ZMMu64_MASKmskw_MEMu64_AVX512_VL512                   | VPGATHERDQ         | VPGATHERDQ zmm {k}, m512                                 | Integer                          | Load                             | __m512i _mm512_mask_i32loextgather_epi64(__m512i src, __mmask8 k, __m512i vindex, void const * base_addr, _MM_UPCONV_EPI64_ENUM conv, int scale, int hint)
4326     | _mm512_mask_i32logather_epi64              | AVX512F/KNCNI                    | 4588     | VPGATHERDQ_ZMMu64_MASKmskw_MEMu64_AVX512_VL512                   | VPGATHERDQ         | VPGATHERDQ zmm {k}, m512                                 | Integer                          | Load                             | __m512i _mm512_mask_i32logather_epi64(__m512i src, __mmask8 k, __m512i vindex, void const* base_addr, int scale)
4327     | _mm_mmask_i64gather_epi32                  | AVX512VL,AVX512F                 | 4589     | VPGATHERQD_XMMu32_MASKmskw_MEMu32_AVX512_VL128                   | VPGATHERQD         | VPGATHERQD xmm {k}, vm64x                                | Integer                          | Load                             | __m128i _mm_mmask_i64gather_epi32(__m128i src, __mmask8 k, __m128i vindex, void const* base_addr, const int scale)
4328     | _mm256_mmask_i64gather_epi32               | AVX512VL,AVX512F                 | 4589     | VPGATHERQD_XMMu32_MASKmskw_MEMu32_AVX512_VL128                   | VPGATHERQD         | VPGATHERQD xmm {k}, vm64y                                | Integer                          | Load                             | __m128i _mm256_mmask_i64gather_epi32(__m128i src, __mmask8 k, __m256i vindex, void const* base_addr, const int scale)
4329     | _mm_i64gather_epi32                        | AVX2                             | 4591     | VPGATHERQD_XMMu32_MEMd_XMMi32_VL128                              | VPGATHERQD         | VPGATHERQD xmm, vm64x, xmm                               | Integer                          | Load                             | __m128i _mm_i64gather_epi32(int const* base_addr, __m128i vindex, const int scale)
4330     | _mm_mask_i64gather_epi32                   | AVX2                             | 4591     | VPGATHERQD_XMMu32_MEMd_XMMi32_VL128                              | VPGATHERQD         | VPGATHERQD xmm, vm64x, xmm                               | Integer                          | Load                             | __m128i _mm_mask_i64gather_epi32(__m128i src, int const* base_addr, __m128i vindex, __m128i mask, const int scale)
4331     | _mm256_i64gather_epi32                     | AVX2                             | 4592     | VPGATHERQD_XMMu32_MEMd_XMMi32_VL256                              | VPGATHERQD         | VPGATHERQD xmm, vm64y, xmm                               | Integer                          | Load                             | __m128i _mm256_i64gather_epi32(int const* base_addr, __m256i vindex, const int scale)
4332     | _mm256_mask_i64gather_epi32                | AVX2                             | 4592     | VPGATHERQD_XMMu32_MEMd_XMMi32_VL256                              | VPGATHERQD         | VPGATHERQD xmm, vm64y, xmm                               | Integer                          | Load                             | __m128i _mm256_mask_i64gather_epi32(__m128i src, int const* base_addr, __m256i vindex, __m128i mask, const int scale)
4333     | _mm512_i64gather_epi32                     | AVX512F                          | 4593     | VPGATHERQD_YMMu32_MASKmskw_MEMu32_AVX512_VL512                   | VPGATHERQD         | VPGATHERQD ymm, vm64z                                    | Integer                          | Load                             | __m256i _mm512_i64gather_epi32(__m512i vindex, void const* base_addr, int scale)
4334     | _mm512_mask_i64gather_epi32                | AVX512F                          | 4593     | VPGATHERQD_YMMu32_MASKmskw_MEMu32_AVX512_VL512                   | VPGATHERQD         | VPGATHERQD ymm {k}, vm64z                                | Integer                          | Load                             | __m256i _mm512_mask_i64gather_epi32(__m256i src, __mmask8 k, __m512i vindex, void const* base_addr, int scale)
4335     | _mm_mmask_i64gather_epi64                  | AVX512VL,AVX512F                 | 4594     | VPGATHERQQ_XMMu64_MASKmskw_MEMu64_AVX512_VL128                   | VPGATHERQQ         | VPGATHERQQ xmm {k}, vm64x                                | Integer                          | Load                             | __m128i _mm_mmask_i64gather_epi64(__m128i src, __mmask8 k, __m128i vindex, void const* base_addr, const int scale)
4336     | _mm_i64gather_epi64                        | AVX2                             | 4595     | VPGATHERQQ_XMMu64_MEMq_XMMi64_VL128                              | VPGATHERQQ         | VPGATHERQQ xmm, vm64x, xmm                               | Integer                          | Load                             | __m128i _mm_i64gather_epi64(__int64 const* base_addr, __m128i vindex, const int scale)
4337     | _mm_mask_i64gather_epi64                   | AVX2                             | 4595     | VPGATHERQQ_XMMu64_MEMq_XMMi64_VL128                              | VPGATHERQQ         | VPGATHERQQ xmm, vm64x, xmm                               | Integer                          | Load                             | __m128i _mm_mask_i64gather_epi64(__m128i src, __int64 const* base_addr, __m128i vindex, __m128i mask, const int scale)
4338     | _mm256_mmask_i64gather_epi64               | AVX512VL,AVX512F                 | 4596     | VPGATHERQQ_YMMu64_MASKmskw_MEMu64_AVX512_VL256                   | VPGATHERQQ         | VPGATHERQQ ymm {k}, vm64y                                | Integer                          | Load                             | __m256i _mm256_mmask_i64gather_epi64(__m256i src, __mmask8 k, __m256i vindex, void const* base_addr, const int scale)
4339     | _mm256_i64gather_epi64                     | AVX2                             | 4597     | VPGATHERQQ_YMMu64_MEMq_YMMi64_VL256                              | VPGATHERQQ         | VPGATHERQQ ymm, vm64x, ymm                               | Integer                          | Load                             | __m256i _mm256_i64gather_epi64(__int64 const* base_addr, __m256i vindex, const int scale)
4340     | _mm256_mask_i64gather_epi64                | AVX2                             | 4597     | VPGATHERQQ_YMMu64_MEMq_YMMi64_VL256                              | VPGATHERQQ         | VPGATHERQQ ymm, vm64x, ymm                               | Integer                          | Load                             | __m256i _mm256_mask_i64gather_epi64(__m256i src, __int64 const* base_addr, __m256i vindex, __m256i mask, const int scale)
4341     | _mm512_i64gather_epi64                     | AVX512F                          | 4598     | VPGATHERQQ_ZMMu64_MASKmskw_MEMu64_AVX512_VL512                   | VPGATHERQQ         | VPGATHERQQ zmm, vm64z                                    | Integer                          | Load                             | __m512i _mm512_i64gather_epi64(__m512i vindex, void const* base_addr, int scale)
4342     | _mm512_mask_i64gather_epi64                | AVX512F                          | 4598     | VPGATHERQQ_ZMMu64_MASKmskw_MEMu64_AVX512_VL512                   | VPGATHERQQ         | VPGATHERQQ zmm {k}, vm64z                                | Integer                          | Load                             | __m512i _mm512_mask_i64gather_epi64(__m512i src, __mmask8 k, __m512i vindex, void const* base_addr, int scale)
4343     | _mm256_hadd_epi32                          | AVX2                             | 4608     | VPHADDD_YMMqq_YMMqq_YMMqq                                        | VPHADDD            | VPHADDD ymm, ymm, ymm                                    | Integer                          | Arithmetic                       | __m256i _mm256_hadd_epi32(__m256i a, __m256i b)
4344     | _mm256_hadds_epi16                         | AVX2                             | 4614     | VPHADDSW_YMMqq_YMMqq_YMMqq                                       | VPHADDSW           | VPHADDSW ymm, ymm, ymm                                   | Integer                          | Arithmetic                       | __m256i _mm256_hadds_epi16(__m256i a, __m256i b)
4345     | _mm256_hadd_epi16                          | AVX2                             | 4630     | VPHADDW_YMMqq_YMMqq_YMMqq                                        | VPHADDW            | VPHADDW ymm, ymm, ymm                                    | Integer                          | Arithmetic                       | __m256i _mm256_hadd_epi16(__m256i a, __m256i b)
4346     | _mm256_hsub_epi32                          | AVX2                             | 4642     | VPHSUBD_YMMqq_YMMqq_YMMqq                                        | VPHSUBD            | VPHSUBD ymm, ymm, ymm                                    | Integer                          | Arithmetic                       | __m256i _mm256_hsub_epi32(__m256i a, __m256i b)
4347     | _mm256_hsubs_epi16                         | AVX2                             | 4648     | VPHSUBSW_YMMqq_YMMqq_YMMqq                                       | VPHSUBSW           | VPHSUBSW ymm, ymm, ymm                                   | Integer                          | Arithmetic                       | __m256i _mm256_hsubs_epi16(__m256i a, __m256i b)
4348     | _mm256_hsub_epi16                          | AVX2                             | 4652     | VPHSUBW_YMMqq_YMMqq_YMMqq                                        | VPHSUBW            | VPHSUBW ymm, ymm, ymm                                    | Integer                          | Arithmetic                       | __m256i _mm256_hsub_epi16(__m256i a, __m256i b)
4349     | _mm_lzcnt_epi32                            | AVX512VL,AVX512CD                | 4672     | VPLZCNTD_XMMu32_MASKmskw_XMMu32_AVX512                           | VPLZCNTD           | VPLZCNTD xmm, xmm                                        | Integer                          | Bit Manipulation                 | __m128i _mm_lzcnt_epi32(__m128i a)
4350     | _mm_mask_lzcnt_epi32                       | AVX512VL,AVX512CD                | 4672     | VPLZCNTD_XMMu32_MASKmskw_XMMu32_AVX512                           | VPLZCNTD           | VPLZCNTD xmm {k}, xmm                                    | Integer                          | Bit Manipulation                 | __m128i _mm_mask_lzcnt_epi32(__m128i src, __mmask8 k, __m128i a)
4351     | _mm_maskz_lzcnt_epi32                      | AVX512VL,AVX512CD                | 4672     | VPLZCNTD_XMMu32_MASKmskw_XMMu32_AVX512                           | VPLZCNTD           | VPLZCNTD xmm {z}, xmm                                    | Integer                          | Bit Manipulation                 | __m128i _mm_maskz_lzcnt_epi32(__mmask8 k, __m128i a)
4352     | _mm256_lzcnt_epi32                         | AVX512VL,AVX512CD                | 4674     | VPLZCNTD_YMMu32_MASKmskw_YMMu32_AVX512                           | VPLZCNTD           | VPLZCNTD ymm, ymm                                        | Integer                          | Bit Manipulation                 | __m256i _mm256_lzcnt_epi32(__m256i a)
4353     | _mm256_mask_lzcnt_epi32                    | AVX512VL,AVX512CD                | 4674     | VPLZCNTD_YMMu32_MASKmskw_YMMu32_AVX512                           | VPLZCNTD           | VPLZCNTD ymm {k}, ymm                                    | Integer                          | Bit Manipulation                 | __m256i _mm256_mask_lzcnt_epi32(__m256i src, __mmask8 k, __m256i a)
4354     | _mm256_maskz_lzcnt_epi32                   | AVX512VL,AVX512CD                | 4674     | VPLZCNTD_YMMu32_MASKmskw_YMMu32_AVX512                           | VPLZCNTD           | VPLZCNTD ymm {z}, ymm                                    | Integer                          | Bit Manipulation                 | __m256i _mm256_maskz_lzcnt_epi32(__mmask8 k, __m256i a)
4355     | _mm512_lzcnt_epi32                         | AVX512CD                         | 4676     | VPLZCNTD_ZMMu32_MASKmskw_ZMMu32_AVX512CD                         | VPLZCNTD           | VPLZCNTD zmm, zmm                                        | Integer                          | Bit Manipulation                 | __m512i _mm512_lzcnt_epi32(__m512i a)
4356     | _mm512_mask_lzcnt_epi32                    | AVX512CD                         | 4676     | VPLZCNTD_ZMMu32_MASKmskw_ZMMu32_AVX512CD                         | VPLZCNTD           | VPLZCNTD zmm {k}, zmm                                    | Integer                          | Bit Manipulation                 | __m512i _mm512_mask_lzcnt_epi32(__m512i src, __mmask16 k, __m512i a)
4357     | _mm512_maskz_lzcnt_epi32                   | AVX512CD                         | 4676     | VPLZCNTD_ZMMu32_MASKmskw_ZMMu32_AVX512CD                         | VPLZCNTD           | VPLZCNTD zmm {z}, zmm                                    | Integer                          | Bit Manipulation                 | __m512i _mm512_maskz_lzcnt_epi32(__mmask16 k, __m512i a)
4358     | _mm_lzcnt_epi64                            | AVX512VL,AVX512CD                | 4678     | VPLZCNTQ_XMMu64_MASKmskw_XMMu64_AVX512                           | VPLZCNTQ           | VPLZCNTQ xmm, xmm                                        | Integer                          | Bit Manipulation                 | __m128i _mm_lzcnt_epi64(__m128i a)
4359     | _mm_mask_lzcnt_epi64                       | AVX512VL,AVX512CD                | 4678     | VPLZCNTQ_XMMu64_MASKmskw_XMMu64_AVX512                           | VPLZCNTQ           | VPLZCNTQ xmm {k}, xmm                                    | Integer                          | Bit Manipulation                 | __m128i _mm_mask_lzcnt_epi64(__m128i src, __mmask8 k, __m128i a)
4360     | _mm_maskz_lzcnt_epi64                      | AVX512VL,AVX512CD                | 4678     | VPLZCNTQ_XMMu64_MASKmskw_XMMu64_AVX512                           | VPLZCNTQ           | VPLZCNTQ xmm {z}, xmm                                    | Integer                          | Bit Manipulation                 | __m128i _mm_maskz_lzcnt_epi64(__mmask8 k, __m128i a)
4361     | _mm256_lzcnt_epi64                         | AVX512VL,AVX512CD                | 4680     | VPLZCNTQ_YMMu64_MASKmskw_YMMu64_AVX512                           | VPLZCNTQ           | VPLZCNTQ ymm, ymm                                        | Integer                          | Bit Manipulation                 | __m256i _mm256_lzcnt_epi64(__m256i a)
4362     | _mm256_mask_lzcnt_epi64                    | AVX512VL,AVX512CD                | 4680     | VPLZCNTQ_YMMu64_MASKmskw_YMMu64_AVX512                           | VPLZCNTQ           | VPLZCNTQ ymm {k}, ymm                                    | Integer                          | Bit Manipulation                 | __m256i _mm256_mask_lzcnt_epi64(__m256i src, __mmask8 k, __m256i a)
4363     | _mm256_maskz_lzcnt_epi64                   | AVX512VL,AVX512CD                | 4680     | VPLZCNTQ_YMMu64_MASKmskw_YMMu64_AVX512                           | VPLZCNTQ           | VPLZCNTQ ymm {z}, ymm                                    | Integer                          | Bit Manipulation                 | __m256i _mm256_maskz_lzcnt_epi64(__mmask8 k, __m256i a)
4364     | _mm512_lzcnt_epi64                         | AVX512CD                         | 4682     | VPLZCNTQ_ZMMu64_MASKmskw_ZMMu64_AVX512CD                         | VPLZCNTQ           | VPLZCNTQ zmm, zmm                                        | Integer                          | Bit Manipulation                 | __m512i _mm512_lzcnt_epi64(__m512i a)
4365     | _mm512_mask_lzcnt_epi64                    | AVX512CD                         | 4682     | VPLZCNTQ_ZMMu64_MASKmskw_ZMMu64_AVX512CD                         | VPLZCNTQ           | VPLZCNTQ zmm {k}, zmm                                    | Integer                          | Bit Manipulation                 | __m512i _mm512_mask_lzcnt_epi64(__m512i src, __mmask8 k, __m512i a)
4366     | _mm512_maskz_lzcnt_epi64                   | AVX512CD                         | 4682     | VPLZCNTQ_ZMMu64_MASKmskw_ZMMu64_AVX512CD                         | VPLZCNTQ           | VPLZCNTQ zmm {z}, zmm                                    | Integer                          | Bit Manipulation                 | __m512i _mm512_maskz_lzcnt_epi64(__mmask8 k, __m512i a)
4367     | _mm_madd52hi_epu64                         | AVX512IFMA52,AVX512VL            | 4708     | VPMADD52HUQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512                 | VPMADD52HUQ        | VPMADD52HUQ xmm, xmm, xmm                                |                                  | Arithmetic                       | __m128i _mm_madd52hi_epu64(__m128i a, __m128i b, __m128i c)
4368     | _mm_mask_madd52hi_epu64                    | AVX512IFMA52,AVX512VL            | 4708     | VPMADD52HUQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512                 | VPMADD52HUQ        | VPMADD52HUQ xmm {k}, xmm, xmm                            |                                  | Arithmetic                       | __m128i _mm_mask_madd52hi_epu64(__m128i a, __mmask8 k, __m128i b, __m128i c)
4369     | _mm_maskz_madd52hi_epu64                   | AVX512IFMA52,AVX512VL            | 4708     | VPMADD52HUQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512                 | VPMADD52HUQ        | VPMADD52HUQ xmm {z}, xmm, xmm                            |                                  | Arithmetic                       | __m128i _mm_maskz_madd52hi_epu64(__mmask8 k, __m128i a, __m128i b, __m128i c)
4370     | _mm256_madd52hi_epu64                      | AVX512IFMA52,AVX512VL            | 4710     | VPMADD52HUQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512                 | VPMADD52HUQ        | VPMADD52HUQ ymm, ymm, ymm                                |                                  | Arithmetic                       | __m256i _mm256_madd52hi_epu64(__m256i a, __m256i b, __m256i c)
4371     | _mm256_mask_madd52hi_epu64                 | AVX512IFMA52,AVX512VL            | 4710     | VPMADD52HUQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512                 | VPMADD52HUQ        | VPMADD52HUQ ymm {k}, ymm, ymm                            |                                  | Arithmetic                       | __m256i _mm256_mask_madd52hi_epu64(__m256i a, __mmask8 k, __m256i b, __m256i c)
4372     | _mm256_maskz_madd52hi_epu64                | AVX512IFMA52,AVX512VL            | 4710     | VPMADD52HUQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512                 | VPMADD52HUQ        | VPMADD52HUQ ymm {z}, ymm, ymm                            |                                  | Arithmetic                       | __m256i _mm256_maskz_madd52hi_epu64(__mmask8 k, __m256i a, __m256i b, __m256i c)
4373     | _mm512_madd52hi_epu64                      | AVX512IFMA52                     | 4712     | VPMADD52HUQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512                 | VPMADD52HUQ        | VPMADD52HUQ zmm, zmm, zmm                                |                                  | Arithmetic                       | __m512i _mm512_madd52hi_epu64(__m512i a, __m512i b, __m512i c)
4374     | _mm512_mask_madd52hi_epu64                 | AVX512IFMA52                     | 4712     | VPMADD52HUQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512                 | VPMADD52HUQ        | VPMADD52HUQ zmm {k}, zmm, zmm                            |                                  | Arithmetic                       | __m512i _mm512_mask_madd52hi_epu64(__m512i a, __mmask8 k, __m512i b, __m512i c)
4375     | _mm512_maskz_madd52hi_epu64                | AVX512IFMA52                     | 4712     | VPMADD52HUQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512                 | VPMADD52HUQ        | VPMADD52HUQ zmm {z}, zmm, zmm                            |                                  | Arithmetic                       | __m512i _mm512_maskz_madd52hi_epu64(__mmask8 k, __m512i a, __m512i b, __m512i c)
4376     | _mm_madd52lo_epu64                         | AVX512IFMA52,AVX512VL            | 4714     | VPMADD52LUQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512                 | VPMADD52LUQ        | VPMADD52LUQ xmm, xmm, xmm                                |                                  | Arithmetic                       | __m128i _mm_madd52lo_epu64(__m128i a, __m128i b, __m128i c)
4377     | _mm_mask_madd52lo_epu64                    | AVX512IFMA52,AVX512VL            | 4714     | VPMADD52LUQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512                 | VPMADD52LUQ        | VPMADD52LUQ xmm {k}, xmm, xmm                            |                                  | Arithmetic                       | __m128i _mm_mask_madd52lo_epu64(__m128i a, __mmask8 k, __m128i b, __m128i c)
4378     | _mm_maskz_madd52lo_epu64                   | AVX512IFMA52,AVX512VL            | 4714     | VPMADD52LUQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512                 | VPMADD52LUQ        | VPMADD52LUQ xmm {z}, xmm, xmm                            |                                  | Arithmetic                       | __m128i _mm_maskz_madd52lo_epu64(__mmask8 k, __m128i a, __m128i b, __m128i c)
4379     | _mm256_madd52lo_epu64                      | AVX512IFMA52,AVX512VL            | 4716     | VPMADD52LUQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512                 | VPMADD52LUQ        | VPMADD52LUQ ymm, ymm, ymm                                |                                  | Arithmetic                       | __m256i _mm256_madd52lo_epu64(__m256i a, __m256i b, __m256i c)
4380     | _mm256_mask_madd52lo_epu64                 | AVX512IFMA52,AVX512VL            | 4716     | VPMADD52LUQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512                 | VPMADD52LUQ        | VPMADD52LUQ ymm {k}, ymm, ymm                            |                                  | Arithmetic                       | __m256i _mm256_mask_madd52lo_epu64(__m256i a, __mmask8 k, __m256i b, __m256i c)
4381     | _mm256_maskz_madd52lo_epu64                | AVX512IFMA52,AVX512VL            | 4716     | VPMADD52LUQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512                 | VPMADD52LUQ        | VPMADD52LUQ ymm {z}, ymm, ymm                            |                                  | Arithmetic                       | __m256i _mm256_maskz_madd52lo_epu64(__mmask8 k, __m256i a, __m256i b, __m256i c)
4382     | _mm512_madd52lo_epu64                      | AVX512IFMA52                     | 4718     | VPMADD52LUQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512                 | VPMADD52LUQ        | VPMADD52LUQ zmm, zmm, zmm                                |                                  | Arithmetic                       | __m512i _mm512_madd52lo_epu64(__m512i a, __m512i b, __m512i c)
4383     | _mm512_mask_madd52lo_epu64                 | AVX512IFMA52                     | 4718     | VPMADD52LUQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512                 | VPMADD52LUQ        | VPMADD52LUQ zmm {k}, zmm, zmm                            |                                  | Arithmetic                       | __m512i _mm512_mask_madd52lo_epu64(__m512i a, __mmask8 k, __m512i b, __m512i c)
4384     | _mm512_maskz_madd52lo_epu64                | AVX512IFMA52                     | 4718     | VPMADD52LUQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512                 | VPMADD52LUQ        | VPMADD52LUQ zmm {z}, zmm, zmm                            |                                  | Arithmetic                       | __m512i _mm512_maskz_madd52lo_epu64(__mmask8 k, __m512i a, __m512i b, __m512i c)
