"Intrinsic name"                                ,"Technology" ,"Header"                   ,"Function prototype"
"_mm_setzero_ps"                                ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_setzero_ps(void);"
"_mm_setzero_si128"                             ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_setzero_si128(void);"
"_mm_sfence"                                    ,"SSE"        ,"intrin.h"                 ,"void _mm_sfence(void);"
"_mm_sha_epi16"                                 ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_sha_epi16(__m128i, __m128i);"
"_mm_sha_epi32"                                 ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_sha_epi32(__m128i, __m128i);"
"_mm_sha_epi64"                                 ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_sha_epi64(__m128i, __m128i);"
"_mm_sha_epi8"                                  ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_sha_epi8(__m128i, __m128i);"
"_mm_shl_epi16"                                 ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_shl_epi16(__m128i, __m128i);"
"_mm_shl_epi32"                                 ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_shl_epi32(__m128i, __m128i);"
"_mm_shl_epi64"                                 ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_shl_epi64(__m128i, __m128i);"
"_mm_shl_epi8"                                  ,"XOP"        ,"ammintrin.h"              ,"__m128i _mm_shl_epi8(__m128i, __m128i);"
"_mm_shuffle_epi32"                             ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_shuffle_epi32(__m128i, int);"
"_mm_shuffle_epi8"                              ,"SSSE3"      ,"intrin.h"                 ,"__m128i _mm_shuffle_epi8(__m128i, __m128i);"
"_mm_shuffle_pd"                                ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_shuffle_pd(__m128d, __m128d, int);"
"_mm_shuffle_ps"                                ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_shuffle_ps(__m128, __m128, unsigned int);"
"_mm_shufflehi_epi16"                           ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_shufflehi_epi16(__m128i, int);"
"_mm_shufflelo_epi16"                           ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_shufflelo_epi16(__m128i, int);"
"_mm_sign_epi16"                                ,"SSSE3"      ,"intrin.h"                 ,"__m128i _mm_sign_epi16(__m128i, __m128i);"
"_mm_sign_epi32"                                ,"SSSE3"      ,"intrin.h"                 ,"__m128i _mm_sign_epi32(__m128i, __m128i);"
"_mm_sign_epi8"                                 ,"SSSE3"      ,"intrin.h"                 ,"__m128i _mm_sign_epi8(__m128i, __m128i);"
"_mm_sll_epi16"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_sll_epi16(__m128i, __m128i);"
"_mm_sll_epi32"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_sll_epi32(__m128i, __m128i);"
"_mm_sll_epi64"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_sll_epi64(__m128i, __m128i);"
"_mm_slli_epi16"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_slli_epi16(__m128i, int);"
"_mm_slli_epi32"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_slli_epi32(__m128i, int);"
"_mm_slli_epi64"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_slli_epi64(__m128i, int);"
"_mm_slli_si128"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_slli_si128(__m128i, int);"
"_mm_sllv_epi32"                                ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_sllv_epi32(__m128i, __m128i);"
"_mm_sllv_epi64"                                ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_sllv_epi64(__m128i, __m128i);"
"_mm_sqrt_pd"                                   ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_sqrt_pd(__m128d);"
"_mm_sqrt_ps"                                   ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_sqrt_ps(__m128);"
"_mm_sqrt_sd"                                   ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_sqrt_sd(__m128d, __m128d);"
"_mm_sqrt_ss"                                   ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_sqrt_ss(__m128);"
"_mm_sra_epi16"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_sra_epi16(__m128i, __m128i);"
"_mm_sra_epi32"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_sra_epi32(__m128i, __m128i);"
"_mm_srai_epi16"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_srai_epi16(__m128i, int);"
"_mm_srai_epi32"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_srai_epi32(__m128i, int);"
"_mm_srav_epi32"                                ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_srav_epi32(__m128i, __m128i);"
"_mm_srl_epi16"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_srl_epi16(__m128i, __m128i);"
"_mm_srl_epi32"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_srl_epi32(__m128i, __m128i);"
"_mm_srl_epi64"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_srl_epi64(__m128i, __m128i);"
"_mm_srli_epi16"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_srli_epi16(__m128i, int);"
"_mm_srli_epi32"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_srli_epi32(__m128i, int);"
"_mm_srli_epi64"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_srli_epi64(__m128i, int);"
"_mm_srli_si128"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_srli_si128(__m128i, int);"
"_mm_srlv_epi32"                                ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_srlv_epi32(__m128i, __m128i);"
"_mm_srlv_epi64"                                ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm_srlv_epi64(__m128i, __m128i);"
"_mm_store_pd"                                  ,"SSE2"       ,"intrin.h"                 ,"void _mm_store_pd(double*, __m128d);"
"_mm_store_ps"                                  ,"SSE"        ,"intrin.h"                 ,"void _mm_store_ps(float*, __m128);"
"_mm_store_ps1"                                 ,"SSE"        ,"intrin.h"                 ,"void _mm_store_ps1(float*, __m128);"
"_mm_store_sd"                                  ,"SSE2"       ,"intrin.h"                 ,"void _mm_store_sd(double*, __m128d);"
"_mm_store_si128"                               ,"SSE2"       ,"intrin.h"                 ,"void _mm_store_si128(__m128i*, __m128i);"
"_mm_store_ss"                                  ,"SSE"        ,"intrin.h"                 ,"void _mm_store_ss(float*, __m128);"
"_mm_store1_pd"                                 ,"SSE2"       ,"intrin.h"                 ,"void _mm_store1_pd(double*, __m128d);"
"_mm_storeh_pd"                                 ,"SSE2"       ,"intrin.h"                 ,"void _mm_storeh_pd(double*, __m128d);"
"_mm_storeh_pi"                                 ,"SSE"        ,"intrin.h"                 ,"void _mm_storeh_pi(__m64*, __m128);"
"_mm_storel_epi64"                              ,"SSE2"       ,"intrin.h"                 ,"void _mm_storel_epi64(__m128i*, __m128i);"
"_mm_storel_pd"                                 ,"SSE2"       ,"intrin.h"                 ,"void _mm_storel_pd(double*, __m128d);"
"_mm_storel_pi"                                 ,"SSE"        ,"intrin.h"                 ,"void _mm_storel_pi(__m64*, __m128);"
"_mm_storer_pd"                                 ,"SSE2"       ,"intrin.h"                 ,"void _mm_storer_pd(double*, __m128d);"
"_mm_storer_ps"                                 ,"SSE"        ,"intrin.h"                 ,"void _mm_storer_ps(float*, __m128);"
"_mm_storeu_pd"                                 ,"SSE2"       ,"intrin.h"                 ,"void _mm_storeu_pd(double*, __m128d);"
"_mm_storeu_ps"                                 ,"SSE"        ,"intrin.h"                 ,"void _mm_storeu_ps(float*, __m128);"
"_mm_storeu_si128"                              ,"SSE2"       ,"intrin.h"                 ,"void _mm_storeu_si128(__m128i*, __m128i);"
"_mm_stream_load_si128"                         ,"SSE41"      ,"intrin.h"                 ,"__m128i _mm_stream_load_si128(__m128i*);"
"_mm_stream_pd"                                 ,"SSE2"       ,"intrin.h"                 ,"void _mm_stream_pd(double*, __m128d);"
"_mm_stream_ps"                                 ,"SSE"        ,"intrin.h"                 ,"void _mm_stream_ps(float*, __m128);"
"_mm_stream_sd"                                 ,"SSE4a"      ,"intrin.h"                 ,"void _mm_stream_sd(double*, __m128d);"
"_mm_stream_si128"                              ,"SSE2"       ,"intrin.h"                 ,"void _mm_stream_si128(__m128i*, __m128i);"
"_mm_stream_si32"                               ,"SSE2"       ,"intrin.h"                 ,"void _mm_stream_si32(int*, int);"
"_mm_stream_si64x"                              ,"SSE2"       ,"intrin.h"                 ,"void _mm_stream_si64x(__int64 *, __int64);"
"_mm_stream_ss"                                 ,"SSE4a"      ,"intrin.h"                 ,"void _mm_stream_ss(float*, __m128);"
"_mm_sub_epi16"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_sub_epi16(__m128i, __m128i);"
"_mm_sub_epi32"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_sub_epi32(__m128i, __m128i);"
"_mm_sub_epi64"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_sub_epi64(__m128i, __m128i);"
"_mm_sub_epi8"                                  ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_sub_epi8(__m128i, __m128i);"
"_mm_sub_pd"                                    ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_sub_pd(__m128d, __m128d);"
"_mm_sub_ps"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_sub_ps(__m128, __m128);"
"_mm_sub_sd"                                    ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_sub_sd(__m128d, __m128d);"
"_mm_sub_ss"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_sub_ss(__m128, __m128);"
"_mm_subs_epi16"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_subs_epi16(__m128i, __m128i);"
"_mm_subs_epi8"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_subs_epi8(__m128i, __m128i);"
"_mm_subs_epu16"                                ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_subs_epu16(__m128i, __m128i);"
"_mm_subs_epu8"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_subs_epu8(__m128i, __m128i);"
"_mm_testc_pd"                                  ,"AVX"        ,"immintrin.h"              ,"int _mm_testc_pd(__m128d, __m128d);"
"_mm_testc_ps"                                  ,"AVX"        ,"immintrin.h"              ,"int _mm_testc_ps(__m128, __m128);"
"_mm_testc_si128"                               ,"SSE41"      ,"intrin.h"                 ,"int _mm_testc_si128(__m128i, __m128i);"
"_mm_testnzc_pd"                                ,"AVX"        ,"immintrin.h"              ,"int _mm_testnzc_pd(__m128d, __m128d);"
"_mm_testnzc_ps"                                ,"AVX"        ,"immintrin.h"              ,"int _mm_testnzc_ps(__m128, __m128);"
"_mm_testnzc_si128"                             ,"SSE41"      ,"intrin.h"                 ,"int _mm_testnzc_si128(__m128i, __m128i);"
"_mm_testz_pd"                                  ,"AVX"        ,"immintrin.h"              ,"int _mm_testz_pd(__m128d, __m128d);"
"_mm_testz_ps"                                  ,"AVX"        ,"immintrin.h"              ,"int _mm_testz_ps(__m128, __m128);"
"_mm_testz_si128"                               ,"SSE41"      ,"intrin.h"                 ,"int _mm_testz_si128(__m128i, __m128i);"
"_mm_ucomieq_sd"                                ,"SSE2"       ,"intrin.h"                 ,"int _mm_ucomieq_sd(__m128d, __m128d);"
"_mm_ucomieq_ss"                                ,"SSE"        ,"intrin.h"                 ,"int _mm_ucomieq_ss(__m128, __m128);"
"_mm_ucomige_sd"                                ,"SSE2"       ,"intrin.h"                 ,"int _mm_ucomige_sd(__m128d, __m128d);"
"_mm_ucomige_ss"                                ,"SSE"        ,"intrin.h"                 ,"int _mm_ucomige_ss(__m128, __m128);"
"_mm_ucomigt_sd"                                ,"SSE2"       ,"intrin.h"                 ,"int _mm_ucomigt_sd(__m128d, __m128d);"
"_mm_ucomigt_ss"                                ,"SSE"        ,"intrin.h"                 ,"int _mm_ucomigt_ss(__m128, __m128);"
"_mm_ucomile_sd"                                ,"SSE2"       ,"intrin.h"                 ,"int _mm_ucomile_sd(__m128d, __m128d);"
"_mm_ucomile_ss"                                ,"SSE"        ,"intrin.h"                 ,"int _mm_ucomile_ss(__m128, __m128);"
"_mm_ucomilt_sd"                                ,"SSE2"       ,"intrin.h"                 ,"int _mm_ucomilt_sd(__m128d, __m128d);"
"_mm_ucomilt_ss"                                ,"SSE"        ,"intrin.h"                 ,"int _mm_ucomilt_ss(__m128, __m128);"
"_mm_ucomineq_sd"                               ,"SSE2"       ,"intrin.h"                 ,"int _mm_ucomineq_sd(__m128d, __m128d);"
"_mm_ucomineq_ss"                               ,"SSE"        ,"intrin.h"                 ,"int _mm_ucomineq_ss(__m128, __m128);"
"_mm_unpackhi_epi16"                            ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_unpackhi_epi16(__m128i, __m128i);"
"_mm_unpackhi_epi32"                            ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_unpackhi_epi32(__m128i, __m128i);"
"_mm_unpackhi_epi64"                            ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_unpackhi_epi64(__m128i, __m128i);"
"_mm_unpackhi_epi8"                             ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_unpackhi_epi8(__m128i, __m128i);"
"_mm_unpackhi_pd"                               ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_unpackhi_pd(__m128d, __m128d);"
"_mm_unpackhi_ps"                               ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_unpackhi_ps(__m128, __m128);"
"_mm_unpacklo_epi16"                            ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_unpacklo_epi16(__m128i, __m128i);"
"_mm_unpacklo_epi32"                            ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_unpacklo_epi32(__m128i, __m128i);"
"_mm_unpacklo_epi64"                            ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_unpacklo_epi64(__m128i, __m128i);"
"_mm_unpacklo_epi8"                             ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_unpacklo_epi8(__m128i, __m128i);"
"_mm_unpacklo_pd"                               ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_unpacklo_pd(__m128d, __m128d);"
"_mm_unpacklo_ps"                               ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_unpacklo_ps(__m128, __m128);"
"_mm_xor_pd"                                    ,"SSE2"       ,"intrin.h"                 ,"__m128d _mm_xor_pd(__m128d, __m128d);"
"_mm_xor_ps"                                    ,"SSE"        ,"intrin.h"                 ,"__m128 _mm_xor_ps(__m128, __m128);"
"_mm_xor_si128"                                 ,"SSE2"       ,"intrin.h"                 ,"__m128i _mm_xor_si128(__m128i, __m128i);"
"_mm256_abs_epi16"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_abs_epi16(__m256i);"
"_mm256_abs_epi32"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_abs_epi32(__m256i);"
"_mm256_abs_epi8"                               ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_abs_epi8(__m256i);"
"_mm256_add_epi16"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_add_epi16(__m256i, __m256i);"
"_mm256_add_epi32"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_add_epi32(__m256i, __m256i);"
"_mm256_add_epi64"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_add_epi64(__m256i, __m256i);"
"_mm256_add_epi8"                               ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_add_epi8(__m256i, __m256i);"
"_mm256_add_pd"                                 ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_add_pd(__m256d, __m256d);"
"_mm256_add_ps"                                 ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_add_ps(__m256, __m256);"
"_mm256_adds_epi16"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_adds_epi16(__m256i, __m256i);"
"_mm256_adds_epi8"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_adds_epi8(__m256i, __m256i);"
"_mm256_adds_epu16"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_adds_epu16(__m256i, __m256i);"
"_mm256_adds_epu8"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_adds_epu8(__m256i, __m256i);"
"_mm256_addsub_pd"                              ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_addsub_pd(__m256d, __m256d);"
"_mm256_addsub_ps"                              ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_addsub_ps(__m256, __m256);"
"_mm256_alignr_epi8"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_alignr_epi8(__m256i, __m256i, const int);"
"_mm256_and_pd"                                 ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_and_pd(__m256d, __m256d);"
"_mm256_and_ps"                                 ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_and_ps(__m256, __m256);"
"_mm256_and_si256"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_and_si256(__m256i, __m256i);"
"_mm256_andnot_pd"                              ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_andnot_pd(__m256d, __m256d);"
"_mm256_andnot_ps"                              ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_andnot_ps(__m256, __m256);"
"_mm256_andnot_si256"                           ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_andnot_si256(__m256i, __m256i);"
"_mm256_avg_epu16"                              ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_avg_epu16(__m256i, __m256i);"
"_mm256_avg_epu8"                               ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_avg_epu8(__m256i, __m256i);"
"_mm256_blend_epi16"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_blend_epi16(__m256i, __m256i, const int);"
"_mm256_blend_epi32"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_blend_epi32(__m256i, __m256i, const int);"
"_mm256_blend_pd"                               ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_blend_pd(__m256d, __m256d, const int);"
"_mm256_blend_ps"                               ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_blend_ps(__m256, __m256, const int);"
"_mm256_blendv_epi8"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_blendv_epi8(__m256i, __m256i, __m256i);"
"_mm256_blendv_pd"                              ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_blendv_pd(__m256d, __m256d, __m256d);"
"_mm256_blendv_ps"                              ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_blendv_ps(__m256, __m256, __m256);"
"_mm256_broadcast_pd"                           ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_broadcast_pd(__m128d const *);"
"_mm256_broadcast_ps"                           ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_broadcast_ps(__m128 const *);"
"_mm256_broadcast_sd"                           ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_broadcast_sd(double const *);"
"_mm256_broadcast_ss"                           ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_broadcast_ss(float const *);"
"_mm256_broadcastb_epi8"                        ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_broadcastb_epi8 (__m128i);"
"_mm256_broadcastd_epi32"                       ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_broadcastd_epi32(__m128i);"
"_mm256_broadcastq_epi64"                       ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_broadcastq_epi64(__m128i);"
"_mm256_broadcastsd_pd"                         ,"AVX2"       ,"immintrin.h"              ,"__m256d _mm256_broadcastsd_pd(__m128d);"
"_mm256_broadcastsi128_si256"                   ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_broadcastsi128_si256(__m128i);"
"_mm256_broadcastss_ps"                         ,"AVX2"       ,"immintrin.h"              ,"__m256 _mm256_broadcastss_ps(__m128);"
"_mm256_broadcastw_epi16"                       ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_broadcastw_epi16(__m128i);"
"_mm256_castpd_ps"                              ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_castpd_ps(__m256d);"
"_mm256_castpd_si256"                           ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_castpd_si256(__m256d);"
"_mm256_castpd128_pd256"                        ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_castpd128_pd256(__m128d);"
"_mm256_castpd256_pd128"                        ,"AVX"        ,"immintrin.h"              ,"__m128d _mm256_castpd256_pd128(__m256d);"
"_mm256_castps_pd"                              ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_castps_pd(__m256);"
"_mm256_castps_si256"                           ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_castps_si256(__m256);"
"_mm256_castps128_ps256"                        ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_castps128_ps256(__m128);"
"_mm256_castps256_ps128"                        ,"AVX"        ,"immintrin.h"              ,"__m128 _mm256_castps256_ps128(__m256);"
"_mm256_castsi128_si256"                        ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_castsi128_si256(__m128i);"
"_mm256_castsi256_pd"                           ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_castsi256_pd(__m256i);"
"_mm256_castsi256_ps"                           ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_castsi256_ps(__m256i);"
"_mm256_castsi256_si128"                        ,"AVX"        ,"immintrin.h"              ,"__m128i _mm256_castsi256_si128(__m256i);"
"_mm256_cmov_si256"                             ,"XOP"        ,"ammintrin.h"              ,"__m256i _mm256_cmov_si256(__m256i, __m256i, __m256i);"
"_mm256_cmp_pd"                                 ,"AVX"        ,"immintrin.h"              ,"__m256d  _mm256_cmp_pd(__m256d, __m256d, const int);"
"_mm256_cmp_ps"                                 ,"AVX"        ,"immintrin.h"              ,"__m256  _mm256_cmp_ps(__m256, __m256, const int);"
"_mm256_cmpeq_epi16"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cmpeq_epi16(__m256i, __m256i);"
"_mm256_cmpeq_epi32"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cmpeq_epi32(__m256i, __m256i);"
"_mm256_cmpeq_epi64"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cmpeq_epi64(__m256i, __m256i);"
"_mm256_cmpeq_epi8"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cmpeq_epi8(__m256i, __m256i);"
"_mm256_cmpgt_epi16"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cmpgt_epi16(__m256i, __m256i);"
"_mm256_cmpgt_epi32"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cmpgt_epi32(__m256i, __m256i);"
"_mm256_cmpgt_epi64"                            ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cmpgt_epi64(__m256i, __m256i);"
"_mm256_cmpgt_epi8"                             ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cmpgt_epi8(__m256i, __m256i);"
"_mm256_cvtepi16_epi32"                         ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cvtepi16_epi32(__m128i);"
"_mm256_cvtepi16_epi64"                         ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cvtepi16_epi64(__m128i);"
"_mm256_cvtepi32_epi64"                         ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cvtepi32_epi64(__m128i);"
"_mm256_cvtepi32_pd"                            ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_cvtepi32_pd(__m128i);"
"_mm256_cvtepi32_ps"                            ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_cvtepi32_ps(__m256i);"
"_mm256_cvtepi8_epi16"                          ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cvtepi8_epi16(__m128i);"
"_mm256_cvtepi8_epi32"                          ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cvtepi8_epi32(__m128i);"
"_mm256_cvtepi8_epi64"                          ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cvtepi8_epi64(__m128i);"
"_mm256_cvtepu16_epi32"                         ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cvtepu16_epi32(__m128i);"
"_mm256_cvtepu16_epi64"                         ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cvtepu16_epi64(__m128i);"
"_mm256_cvtepu32_epi64"                         ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cvtepu32_epi64(__m128i);"
"_mm256_cvtepu8_epi16"                          ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cvtepu8_epi16(__m128i);"
"_mm256_cvtepu8_epi32"                          ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cvtepu8_epi32(__m128i);"
"_mm256_cvtepu8_epi64"                          ,"AVX2"       ,"immintrin.h"              ,"__m256i _mm256_cvtepu8_epi64(__m128i);"
"_mm256_cvtpd_epi32"                            ,"AVX"        ,"immintrin.h"              ,"__m128i _mm256_cvtpd_epi32(__m256d);"
"_mm256_cvtpd_ps"                               ,"AVX"        ,"immintrin.h"              ,"__m128 _mm256_cvtpd_ps(__m256d);"
"_mm256_cvtph_ps"                               ,"F16C"       ,"immintrin.h"              ,"__m256 _mm256_cvtph_ps(__m128i);"
"_mm256_cvtps_epi32"                            ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_cvtps_epi32(__m256);"
"_mm256_cvtps_pd"                               ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_cvtps_pd(__m128);"
"_mm256_cvtps_ph"                               ,"F16C"       ,"immintrin.h"              ,"__m128i _mm256_cvtps_ph(__m256, const int);"
"_mm256_cvttpd_epi32"                           ,"AVX"        ,"immintrin.h"              ,"__m128i _mm256_cvttpd_epi32(__m256d);"
"_mm256_cvttps_epi32"                           ,"AVX"        ,"immintrin.h"              ,"__m256i _mm256_cvttps_epi32(__m256);"
"_mm256_div_pd"                                 ,"AVX"        ,"immintrin.h"              ,"__m256d _mm256_div_pd(__m256d, __m256d);"
"_mm256_div_ps"                                 ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_div_ps(__m256, __m256);"
"_mm256_dp_ps"                                  ,"AVX"        ,"immintrin.h"              ,"__m256 _mm256_dp_ps(__m256, __m256, const int);"
"_mm256_extractf128_pd"                         ,"AVX"        ,"immintrin.h"              ,"__m128d _mm256_extractf128_pd(__m256d, const int);"
"_mm256_extractf128_ps"                         ,"AVX"        ,"immintrin.h"              ,"__m128 _mm256_extractf128_ps(__m256, const int);"
"_mm256_extractf128_si256"                      ,"AVX"        ,"immintrin.h"              ,"__m128i _mm256_extractf128_si256(__m256i, const int);"
"_mm256_extracti128_si256"                      ,"AVX2"       ,"immintrin.h"              ,"__m128i _mm256_extracti128_si256(__m256i, int);"
"_mm256_fmadd_pd"                               ,"FMA"        ,"immintrin.h"              ,"__m256d _mm256_fmadd_pd (__m256d, __m256d, __m256d);"
"_mm256_fmadd_ps"                               ,"FMA"        ,"immintrin.h"              ,"__m256 _mm256_fmadd_ps (__m256, __m256, __m256);"
"_mm256_fmaddsub_pd"                            ,"FMA"        ,"immintrin.h"              ,"__m256d _mm256_fmaddsub_pd (__m256d, __m256d, __m256d);"
"_mm256_fmaddsub_ps"                            ,"FMA"        ,"immintrin.h"              ,"__m256 _mm256_fmaddsub_ps (__m256, __m256, __m256);"
